locationId,location,parameter,value,date/utc,date/local,unit,coordinates/latitude,coordinates/longitude,country,city,isMobile,isAnalysis,entity,sensorType
339557,Kennedy_Inem_Kennedy,pm10,41.8,2023-02-02T02:49:11+00:00,2023-02-01T21:49:11-05:00,µg/m³,4.625189,-74.15489,CO,,false,,community,low-cost sensor
339557,Kennedy_Inem_Kennedy,pm10,42.4,2023-02-02T02:43:11+00:00,2023-02-01T21:43:11-05:00,µg/m³,4.625189,-74.15489,CO,,false,,community,low-cost sensor
339557,Kennedy_Inem_Kennedy,um025,0,2023-02-02T02:43:11+00:00,2023-02-01T21:43:11-05:00,particles/cm³,4.625189,-74.15489,CO,,false,,community,low-cost sensor
339557,Kennedy_Inem_Kennedy,um100,0,2023-02-02T02:43:11+00:00,2023-02-01T21:43:11-05:00,particles/cm³,4.625189,-74.15489,CO,,false,,community,low-cost sensor
339557,Kennedy_Inem_Kennedy,pm25,35.9,2023-02-02T02:43:11+00:00,2023-02-01T21:43:11-05:00,µg/m³,4.625189,-74.15489,CO,,false,,community,low-cost sensor
339557,Kennedy_Inem_Kennedy,pm1,23.9,2023-02-02T02:43:11+00:00,2023-02-01T21:43:11-05:00,µg/m³,4.625189,-74.15489,CO,,false,,community,low-cost sensor
339557,Kennedy_Inem_Kennedy,um010,2.54,2023-02-02T02:43:11+00:00,2023-02-01T21:43:11-05:00,particles/cm³,4.625189,-74.15489,CO,,false,,community,low-cost sensor
339557,Kennedy_Inem_Kennedy,um100,0,2023-02-02T02:37:11+00:00,2023-02-01T21:37:11-05:00,particles/cm³,4.625189,-74.15489,CO,,false,,community,low-cost sensor
339557,Kennedy_Inem_Kennedy,pm1,23.8,2023-02-02T02:37:11+00:00,2023-02-01T21:37:11-05:00,µg/m³,4.625189,-74.15489,CO,,false,,community,low-cost sensor
339557,Kennedy_Inem_Kennedy,um025,0,2023-02-02T02:37:11+00:00,2023-02-01T21:37:11-05:00,particles/cm³,4.625189,-74.15489,CO,,false,,community,low-cost sensor
339557,Kennedy_Inem_Kennedy,um010,2.55,2023-02-02T02:37:11+00:00,2023-02-01T21:37:11-05:00,particles/cm³,4.625189,-74.15489,CO,,false,,community,low-cost sensor
339557,Kennedy_Inem_Kennedy,pm10,43.1,2023-02-02T02:37:11+00:00,2023-02-01T21:37:11-05:00,µg/m³,4.625189,-74.15489,CO,,false,,community,low-cost sensor
339557,Kennedy_Inem_Kennedy,pm25,35.8,2023-02-02T02:37:11+00:00,2023-02-01T21:37:11-05:00,µg/m³,4.625189,-74.15489,CO,,false,,community,low-cost sensor
339557,Kennedy_Inem_Kennedy,pm10,41.5,2023-02-02T02:35:11+00:00,2023-02-01T21:35:11-05:00,µg/m³,4.625189,-74.15489,CO,,false,,community,low-cost sensor
339557,Kennedy_Inem_Kennedy,um100,0,2023-02-02T02:35:11+00:00,2023-02-01T21:35:11-05:00,particles/cm³,4.625189,-74.15489,CO,,false,,community,low-cost sensor
339557,Kennedy_Inem_Kennedy,um025,0,2023-02-02T02:35:11+00:00,2023-02-01T21:35:11-05:00,particles/cm³,4.625189,-74.15489,CO,,false,,community,low-cost sensor
339557,Kennedy_Inem_Kennedy,pm25,35.7,2023-02-02T02:35:11+00:00,2023-02-01T21:35:11-05:00,µg/m³,4.625189,-74.15489,CO,,false,,community,low-cost sensor
339557,Kennedy_Inem_Kennedy,pm1,23.3,2023-02-02T02:35:11+00:00,2023-02-01T21:35:11-05:00,µg/m³,4.625189,-74.15489,CO,,false,,community,low-cost sensor
339557,Kennedy_Inem_Kennedy,um010,2.58,2023-02-02T02:35:11+00:00,2023-02-01T21:35:11-05:00,particles/cm³,4.625189,-74.15489,CO,,false,,community,low-cost sensor
339557,Kennedy_Inem_Kennedy,um025,0,2023-02-02T02:31:11+00:00,2023-02-01T21:31:11-05:00,particles/cm³,4.625189,-74.15489,CO,,false,,community,low-cost sensor
339557,Kennedy_Inem_Kennedy,um100,0,2023-02-02T02:31:11+00:00,2023-02-01T21:31:11-05:00,particles/cm³,4.625189,-74.15489,CO,,false,,community,low-cost sensor
339557,Kennedy_Inem_Kennedy,pm10,39,2023-02-02T02:31:11+00:00,2023-02-01T21:31:11-05:00,µg/m³,4.625189,-74.15489,CO,,false,,community,low-cost sensor
